Kenya,2009,Students enrolled in upper secondary education (thousands),1523
Dem. People's Rep. Korea,2018,Students enrolled in upper secondary education (thousands),1090
Republic of Korea,2019,Students enrolled in upper secondary education (thousands),1420
Kuwait,2012,Students enrolled in upper secondary education (thousands),109
Kyrgyzstan,2020,Students enrolled in upper secondary education (thousands),165
Lao People's Dem. Rep.,2020,Students enrolled in upper secondary education (thousands),210
Latvia,2019,Students enrolled in upper secondary education (thousands),61
Lebanon,2020,Students enrolled in upper secondary education (thousands),188
Lesotho,2017,Students enrolled in upper secondary education (thousands),38
Liberia,2015,Students enrolled in upper secondary education (thousands),85
Libya,2006,Students enrolled in upper secondary education (thousands),355
Lithuania,2019,Students enrolled in upper secondary education (thousands),63
Luxembourg,2019,Students enrolled in upper secondary education (thousands),26
Madagascar,2019,Students enrolled in upper secondary education (thousands),393
Malawi,2019,Students enrolled in upper secondary education (thousands),169
Malaysia,2019,Students enrolled in upper secondary education (thousands),1257
Mali,2018,Students enrolled in upper secondary education (thousands),344
Mauritania,2019,Students enrolled in upper secondary education (thousands),78
Mexico,2019,Students enrolled in upper secondary education (thousands),5608
Republic of Moldova,2020,Students enrolled in upper secondary education (thousands),65
Mongolia,2019,Students enrolled in upper secondary education (thousands),111
Montenegro,2020,Students enrolled in upper secondary education (thousands),28
Morocco,2020,Students enrolled in upper secondary education (thousands),1121
Mozambique,2017,Students enrolled in upper secondary education (thousands),405
Myanmar,2018,Students enrolled in upper secondary education (thousands),1128
Namibia,2007,Students enrolled in upper secondary education (thousands),34
Nepal,2020,Students enrolled in upper secondary education (thousands),1815
Netherlands,2019,Students enrolled in upper secondary education (thousands),838
New Zealand,2019,Students enrolled in upper secondary education (thousands),270
Nicaragua,2010,Students enrolled in upper secondary education (thousands),146
Niger,2017,Students enrolled in upper secondary education (thousands),144
Nigeria,2018,Students enrolled in upper secondary education (thousands),4532
Norway,2019,Students enrolled in upper secondary education (thousands),256
Oman,2020,Students enrolled in upper secondary education (thousands),94
Pakistan,2019,Students enrolled in upper secondary education (thousands),6555
Panama,2020,Students enrolled in upper secondary education (thousands),149
Papua New Guinea,2018,Students enrolled in upper secondary education (thousands),69
Paraguay,2020,Students enrolled in upper secondary education (thousands),296
Peru,2020,Students enrolled in upper secondary education (thousands),1112
Philippines,2019,Students enrolled in upper secondary education (thousands),3024
Poland,2019,Students enrolled in upper secondary education (thousands),1266
Portugal,2019,Students enrolled in upper secondary education (thousands),399
Puerto Rico,2018,Students enrolled in upper secondary education (thousands),109
Qatar,2020,Students enrolled in upper secondary education (thousands),58
Romania,2019,Students enrolled in upper secondary education (thousands),720
Russian Federation,2019,Students enrolled in upper secondary education (thousands),2990
Rwanda,2019,Students enrolled in upper secondary education (thousands),251
Saudi Arabia,2020,Students enrolled in upper secondary education (thousands),1595
Senegal,2020,Students enrolled in upper secondary education (thousands),369
Serbia,2020,Students enrolled in upper secondary education (thousands),252
Sierra Leone,2017,Students enrolled in upper secondary education (thousands),179
Slovakia,2019,Students enrolled in upper secondary education (thousands),183
Slovenia,2019,Students enrolled in upper secondary education (thousands),90
Solomon Islands,2012,Students enrolled in upper secondary education (thousands),13
Somalia,2007,Students enrolled in upper secondary education (thousands),47
South Africa,2019,Students enrolled in upper secondary education (thousands),2972
South Sudan,2015,Students enrolled in upper secondary education (thousands),56
Spain,2019,Students enrolled in upper secondary education (thousands),1743
Sri Lanka,2018,Students enrolled in upper secondary education (thousands),1340
Sudan,2018,Students enrolled in upper secondary education (thousands),1108
Suriname,2018,Students enrolled in upper secondary education (thousands),20
Sweden,2019,Students enrolled in upper secondary education (thousands),542
Switzerland,2019,Students enrolled in upper secondary education (thousands),349
Syrian Arab Republic,2013,Students enrolled in upper secondary education (thousands),411
Tajikistan,2013,Students enrolled in upper secondary education (thousands),236
United Rep. of Tanzania,2020,Students enrolled in upper secondary education (thousands),151
Thailand,2020,Students enrolled in upper secondary education (thousands),2858
Togo,2020,Students enrolled in upper secondary education (thousands),231
Tunisia,2016,Students enrolled in upper secondary education (thousands),517
Turkey,2019,Students enrolled in upper secondary education (thousands),5650
Turkmenistan,2020,Students enrolled in upper secondary education (thousands),157
Uganda,2008,Students enrolled in upper secondary education (thousands),189
Ukraine,2020,Students enrolled in upper secondary education (thousands),625
United Arab Emirates,2020,Students enrolled in upper secondary education (thousands),318
United Kingdom,2019,Students enrolled in upper secondary education (thousands),3472
United States of America,2019,Students enrolled in upper secondary education (thousands),12230
Uruguay,2019,Students enrolled in upper secondary education (thousands),178
Uzbekistan,2019,Students enrolled in upper secondary education (thousands),1465
Venezuela (Boliv. Rep. of),2017,Students enrolled in upper secondary education (thousands),857
Yemen,2016,Students enrolled in upper secondary education (thousands),760
Zimbabwe,2013,Students enrolled in upper secondary education (thousands),491
North Macedonia,2018,Students enrolled in upper secondary education (thousands),72
Eswatini,2016,Students enrolled in upper secondary education (thousands),37
